,brand,model,full_title,engine_displacement_cm3,power_hp,ad_description,price_eur,mileage_km,fuel_type,production_year
12238,Volvo,S90,Volvo S90 T4 Geartronic Inscription,1969.0,190.0,INSCRIPTION/Piele/360Camera/Memorie/ACC/LED/Navigatie/Garantie !,17989.99,219000.0,Benzina,2019.0
12239,BMW,Seria 7,BMW Seria 7 750i xDrive,4395.0,450.0,"Înmatriculare in RO in 2023 adusă din Olanda, singur proprietar in Ro,",27000.0,148000.0,Benzina,2016.0
12240,Jaguar,E-Pace,Jaguar E-Pace D150 AWD Aut. HSE,1999.0,150.0,2.0 D150 4x4 Automat / Garantie extinsa / Posibilitate Leasing /,19950.0,106504.0,Diesel,2018.0
12241,Volvo,XC 60,Volvo XC 60,,,,14999.0,203583.0,Diesel,2014.0
12242,BMW,Seria 5,BMW Seria 5 520d Touring Aut. Sport Line,1995.0,190.0,"20d Touring ""Sport Line"" / Panoramic / LED / Posibilitate Leasing /",20999.0,166340.0,Diesel,2018.0
12243,Skoda,Octavia,Skoda Octavia 2.0 TDI DSG Style,1968.0,150.0,TVA . Automata . Garantie . 2.0 Diesel,21759.43,100018.0,Diesel,2021.0
12244,Volvo,XC 60,Volvo XC 60,,,,28000.0,135374.0,Diesel,2018.0
12245,Mercedes-Benz,E,Mercedes-Benz E 350e 9G-TRONIC AMG Line,1991.0,211.0,"300e 9G-Tronic ""AMG Line"" / Garantie extinsa / Posibilitate Leasing /",37621.32,117338.0,Hibrid Plug-In,2021.0
12246,Audi,A6 Allroad,Audi A6 Allroad,2967.0,218.0,3.0 TDi 218 Cp 2015 Euro 6 Automata Facelift,13490.0,268000.0,Diesel,2015.0
12247,Audi,A4,Audi A4,,,,12850.0,260000.0,Diesel,2019.0
12248,Kia,Ceed,Kia Ceed 1.5 T-GDI 6MT Best,1482.0,160.0,Unic proprietar / 160 cp / Garantie/ Credit / TVA deductibil,13750.0,114000.0,Benzina,2022.0
12249,Mercedes-Benz,GLE,Mercedes-Benz GLE 450 MHEV 4MATIC,,,,49900.0,115160.0,Benzina,2019.0
12250,Geely,Starray,Geely Starray,1499.0,174.0,Starray 1.5 GK,29965.65,2000.0,Benzina,2024.0
12251,Renault,Megane,Renault Megane,1461.0,110.0,Renault Megane 4 GT-LINE // 1.5 dCi - 110CP // Led Pure Vision//,9190.0,232000.0,Diesel,2017.0
12252,BMW,Seria 3,BMW Seria 3 320i Touring Aut. M Sport,,,,24690.0,116416.0,Benzina,2019.0
12253,Mitsubishi,Colt,Mitsubishi Colt 1.1 Inform +,1124.0,75.0,Primul proprietar,1200.0,180000.0,Benzina,2008.0
12254,Geely,Starray,Geely Starray,1499.0,174.0,Starray 1.5 GK,29965.65,2000.0,Benzina,2024.0
12255,Renault,Megane,Renault Megane,1461.0,110.0,Renault Megane 4 GT-LINE // 1.5 dCi - 110CP // Led Pure Vision//,9190.0,232000.0,Diesel,2017.0
12256,BMW,Seria 3,BMW Seria 3 320i Touring Aut. M Sport,,,,24690.0,116416.0,Benzina,2019.0
12257,Mitsubishi,Colt,Mitsubishi Colt 1.1 Inform +,1124.0,75.0,Primul proprietar,1200.0,180000.0,Benzina,2008.0
12258,Porsche,Cayenne,Porsche Cayenne S Hybrid Tiptronic S,2995.0,333.0,416CP / Bose/ Panoramic / Led / Suspensie,29874.9,237500.0,Hibrid,2015.0
12259,DS Automobiles,DS 7 Crossback,DS Automobiles DS 7 Crossback,,,,23500.0,132979.0,Hibrid Plug-In,2021.0
12260,Volkswagen,Multivan,Volkswagen Multivan,1968.0,150.0,Distributie NOUA / Navigatie / Leasing / Garanție / BuyBack,20990.0,156307.0,Diesel,2017.0
12261,Ford,Mondeo,Ford Mondeo 2.0 HEV Titanium,1999.0,140.0,Unic proprietar - Km 100% reali - TVA deductibil,16950.0,103201.0,Hibrid,2021.0
12262,Jeep,Compass,Jeep Compass,,,,23899.99,28074.0,Hibrid Plug-In,2022.0
12263,Ford,Transit,Ford Transit Custom  Kombi 320 2.0 EcoBlue 130 CP L2H1 Trend,1995.0,130.0,Ford Transit Custom 320 L2H1 Trend 8+1Locuri 130CP,28489.99,86004.0,Diesel,2022.0
12264,Dacia,Logan,Dacia Logan,,,,7750.0,80000.0,Diesel,2020.0
12265,Audi,A4,Audi A4 Avant 2.0 TDI DPF Ambiente,1968.0,177.0,"Livrare gratis, Garantie 12 luni, Test drive",10599.0,265798.0,Diesel,2012.0
12266,Opel,Grandland X,Opel Grandland X,1199.0,131.0,Opel Grandland-X - Posibilitate leasing / Credit auto,12698.95,161980.0,Benzina,2019.0
12267,Dacia,Duster,Dacia Duster TCe 130 4X4 MHEV Extreme,1199.0,130.0,Dacia Duster - Extreme Tce 130 4x4,27709.0,100.0,Benzina,2024.0
12268,Skoda,Kodiaq,Skoda Kodiaq 2.0 TDI 4X4 DSG Style,1968.0,200.0,Skoda Kodiaq 2.0 TDI 200CP Style DSG 4x4 A7,40990.0,35124.0,Diesel,2023.0
12269,BMW,X3,BMW X3 xDrive20d AT MHEV,1995.0,190.0,BMW X3 20d xDrive,73108.39,1.0,Diesel,2025.0
12270,Peugeot,308,Peugeot 308 1.2 L PureTech Turbo S&S Active,1199.0,110.0,Peugeot 308 1.2 PureTech 110 Cp,8990.0,133990.0,Benzina,2019.0
12271,BMW,Seria 5,BMW Seria 5,,,,61589.0,13430.0,Diesel,2023.0
12272,Mitsubishi,ASX,Mitsubishi ASX 1.8 DI-D 4WD Instyle,1798.0,150.0,"Navi, Camera, Carlig, Piele, Panoramic, GARANTIE / RATE / PARC AUTO",7990.0,212037.0,Diesel,2011.0
12273,Kia,XCeed,Kia XCeed 1.5 T-GDI 7DCT City,1482.0,140.0,KIA xCEED - 7dct- City,26105.75,10.0,Benzina,2024.0
12274,Toyota,Yaris,Toyota Yaris 1.5 L CVT Dynamic Plus Bi-tone,1490.0,125.0,"Primul proprietar, posibilitate de finantare",26015.0,46000.0,Benzina,2021.0
12275,BMW,X5,BMW X5 xDrive40d AT MHEV,2993.0,340.0,Stare perfecta / Eligibila pentru finantare,60500.0,81000.0,Diesel,2021.0
12276,Mercedes-Benz,EQA,Mercedes-Benz EQA 350 4MATIC,,,,37000.59,5000.0,Electric,2022.0
12277,Volkswagen,T-ROC,Volkswagen T-ROC 2.0 TDI DSG Sport,1968.0,150.0,"Vw T-ROC 2.0TDI, 150CP, LED, Camera, Distronic, Cockpit, Keyless",19965.0,101000.0,Diesel,2019.0
12278,Ford,Focus,Ford Focus 1.0 EcoBoost Trend,,,,8299.99,96733.0,Benzina,2017.0
12279,Mercedes-Benz,A,Mercedes-Benz A,,,,36600.01,9628.0,Hibrid Plug-In,2024.0
12280,Mercedes-Benz,GLA,Mercedes-Benz GLA,,,,49155.04,3000.0,Hibrid Plug-In,2024.0
12281,Nissan,Qashqai,Nissan Qashqai,1995.0,150.0,"2011, motor 2.0, 150 cp, EURO 5, LIVRARE GRATUITA, GARANTIE",7499.0,206000.0,Diesel,2011.0
12282,BMW,X4,BMW X4 xDrive20d Aut. xLine,,,,33990.0,142000.0,Diesel,2019.0
12283,Opel,Movano,Opel Movano,,,,29990.0,121400.0,Diesel,2023.0
12284,Dacia,Logan,Dacia Logan 1.5 DCI Ambiance,1461.0,75.0,Unic proprietar - Km 100% reali - TVA deductibil,9950.0,61509.0,Diesel,2020.0
12285,Mazda,5,Mazda 5,1560.0,116.0,Incalzire in scaune/ Senzori:ploaie/lumina/parcare/ Portiere electrice,5499.0,250000.0,Diesel,2011.0
12286,Dacia,Duster,Dacia Duster 1.5 Blue dCi Comfort,1461.0,115.0,"Primul Proprietar,istoric service,TVA deductibil",13310.0,189000.0,Diesel,2021.0
12287,Volkswagen,Sharan,Volkswagen Sharan 2.0 TDI 4MOTION Blue Motion Life,,,,10500.0,199000.0,Diesel,2014.0
12288,Peugeot,308,Peugeot 308 BlueHDi FAP 120 Stop&Start Style,1560.0,120.0,Masina se prezinta in stare foarte buna! Km reali cu carte service!,5990.0,202000.0,Diesel,2015.0
12289,Volkswagen,Passat Alltrack,Volkswagen Passat Alltrack 2.0 TDI 4Motion DSG BlueMotion Tec,1968.0,177.0,"VW Passat Alltrack 177 CP 4Motion – Interior piele bicoloră, Bi-Xenon,",9500.0,238000.0,Diesel,2015.0
12290,Skoda,Fabia,Skoda Fabia 1.2 Avantaj,1198.0,55.0,un singur propietar de noua,1750.0,110000.0,Benzina,2007.0
12291,Volkswagen,Passat,Volkswagen Passat 2.0TDI Highline DPF,,,,3200.0,430000.0,Diesel,2005.0
12292,Mercedes-Benz,EQE,Mercedes-Benz EQE 350 4MATIC,,,,63899.99,18863.0,Electric,2023.0
12293,Suzuki,Vitara,Suzuki Vitara 1.0 ALLGRIP Passion,,,,13950.0,58700.0,Benzina,2019.0
12294,Volkswagen,Touareg,Volkswagen Touareg 3.0 V6 TDI Aut.,2967.0,225.0,"VW Touareg 3,0 BKS special tractări",3800.0,273000.0,Diesel,2007.0
12295,BMW,Seria 1,BMW Seria 1 118i Aut. M Sport,1499.0,136.0,Stare perfecta/Predare leasing/TVA deductibil,15800.0,121000.0,Benzina,2019.0
12296,Mercedes-Benz,GLC,Mercedes-Benz GLC 200 4MATIC MHEV,1999.0,204.0,GLC 200 4Matic SUV / AMG Premium,73201.37,1.0,Benzina,2025.0
12297,Mercedes-Benz,S,Mercedes-Benz S 350 d 9G-TRONIC,2925.0,286.0,Mercedes s350 w223,53500.0,206500.0,Diesel,2022.0
12298,Audi,Q8,Audi Q8 50 TDI quattro Tiptronic,,,,39990.0,170000.0,Diesel,2019.0
12299,Skoda,Kodiaq,Skoda Kodiaq 2.0 TDI 4X4 DSG Style,1968.0,190.0,Primul Proprietar în România | Stare perfectă de funcționare,17990.0,125200.0,Diesel,2017.0
12300,Volkswagen,Touareg,Volkswagen Touareg,2967.0,245.0,Vw Touareg R Line 2012,10990.0,290000.0,Diesel,2012.0
12301,Volkswagen,Passat,Volkswagen Passat Variant 2.0 TDI DSG (BlueMotion Technology) Comfortline,1968.0,150.0,Volkswagen Passat 2.0 TDI Business DSG 2022,15979.26,170150.0,Diesel,2022.0
12302,Toyota,Aygo,Toyota Aygo,998.0,72.0,2018 . 1.0 benzina . TVA deductibil!,8031.98,70000.0,Benzina,2018.0
12303,Porsche,911,Porsche 911,2981.0,385.0,"Import USA, TVA DEDUCTIBIL, posibilitate predare LEASING.",124990.0,13900.0,Benzina,2022.0
12304,Ford,Mondeo,Ford Mondeo,1997.0,116.0,Ford Mondeo 1.6 TDCI,5500.0,260000.0,Diesel,2012.0
12305,BMW,X1,BMW X1 sDrive16d Standard,1496.0,116.0,Bmw x1 2018 sDrive alb Garantie/Rate,11999.0,222000.0,Diesel,2018.0
12306,Hyundai,Tucson,Hyundai Tucson,,,,12999.0,242541.0,Diesel,2016.0
12307,BMW,,BMW Altul,,,,80057.92,1.0,Benzina,2025.0
12308,Kia,Sportage,Kia Sportage 2.0 GDI 2WD Vision,1998.0,166.0,Kia Sportage 2.0 73000 Km!!!,11750.0,73884.0,Benzina,2014.0
12309,Peugeot,206,Peugeot 206 CC 1.6,1587.0,109.0,"Peugeot 206 CC Cabriolet Sport Filou 1.6i 183462km,euro4",2490.0,183642.0,Benzina,2006.0
12310,Renault,Captur,Renault Captur ENERGY dCi XMOD,1461.0,110.0,Renault Captur 1.5 dCi Energy Intens | 2016 | Euro 6 | LED | Navigație,9290.0,185000.0,Diesel,2016.0
12311,Land Rover,Defender,Land Rover Defender 110 3.0D 300 MHEV X-Dynamic SE,2996.0,300.0,primul proprietar / stare impecabila,89540.0,5000.0,Diesel,2024.0
12312,Peugeot,208,Peugeot 208 PureTech 68 Like,999.0,68.0,Peugeot 208 benzina,4300.0,166000.0,Benzina,2015.0
12313,Volkswagen,Passat,Volkswagen Passat,1798.0,160.0,An 2012~1.8TSi-160Cp~Limuzina~AUTOMATA~Xenon~Dotat~Impecabil!,6990.0,164000.0,Benzina,2012.0
12314,Volkswagen,Passat,Volkswagen Passat Variant 1.6 FSI Comfortline,1598.0,115.0,"VW Passat Variant 1.6FSI ,115 CP Clima , euro 4 ,187719 km",3490.0,187719.0,Benzina,2007.0
12315,Mercedes-Benz,GLC Coupe,Mercedes-Benz GLC Coupe 200 4Matic 9G-TRONIC AMG Line,1991.0,197.0,GLC Coupe 200 benzina I 4Matic I AMG line I hibrid I roti iarna,38700.0,54000.0,Benzina,2020.0
12316,Mazda,3,Mazda 3,1598.0,105.0,"Mazda 3 TX+, GPL, navigatie touch, camera marsarier",2420.0,186411.0,Benzina,2006.0
12317,Mazda,CX-5,Mazda CX-5 CD175 4x4 AT Revolution Top,2191.0,175.0,"MazdaCX-5 RevolutionTop 12/2016, TVA deductibil, 175CP, Automată,AWD",13300.0,149999.0,Diesel,2016.0
12318,Mercedes-Benz,GLC Coupe,Mercedes-Benz GLC Coupe 200 4Matic 9G-TRONIC AMG Line,1991.0,197.0,GLC Coupe 200 benzina I 4Matic I AMG line I hibrid I roti iarna,38700.0,54000.0,Benzina,2020.0
12319,Mazda,3,Mazda 3,1598.0,105.0,"Mazda 3 TX+, GPL, navigatie touch, camera marsarier",2420.0,186411.0,Benzina,2006.0
12320,Mazda,CX-5,Mazda CX-5 CD175 4x4 AT Revolution Top,2191.0,175.0,"MazdaCX-5 RevolutionTop 12/2016, TVA deductibil, 175CP, Automată,AWD",13300.0,149999.0,Diesel,2016.0
12321,Nissan,Qashqai+2,Nissan Qashqai+2 2.0 dCi DPF Acenta,1995.0,150.0,Nissan Qashqai 4x4.DIESEL 7 LOCURI,5590.0,290000.0,Diesel,2010.0
12322,Mercedes-Benz,A,Mercedes-Benz A 180 d Aut.,1461.0,116.0,Mercedes Benz A180 116CP piele automată,15750.0,171998.0,Diesel,2018.0
12323,Audi,A4,Audi A4,1984.0,130.0,Audi A4 B6 2.0 ALT,1200.0,306770.0,Benzina,2004.0
12324,BMW,X5,BMW X5 xDrive30d,2993.0,258.0,BMW X5 3.0 D Xdrive . 258 CP . AUTOMATA . 2017,35180.75,131010.0,Diesel,2017.0
12325,Honda,Civic,Honda Civic 2.0i 3 Door Type-R VTEC,1997.0,200.0,Ep3 Type-R. Stare perfecta. Fara rugina,14600.0,190190.0,Benzina,2005.0
12326,Mercedes-Benz,GLA,Mercedes-Benz GLA 250 e,1332.0,217.0,GLA 250e,47848.0,5000.0,Hibrid Plug-In,2025.0
12327,Seat,Leon,Seat Leon 1.5 TSI Style,,,,15972.0,25000.0,Benzina,2020.0
12328,Skoda,Superb,Skoda Superb Combi 2.0 TDI DSG Style,,,,26000.0,116760.0,Diesel,2022.0
12329,BMW,X7,BMW X7 xDrive40d,2993.0,340.0,M-Design/Laser/INDIVIDUAL6 locuri/Panorama/Jante22/Impecabila/Garantie,59990.0,129500.0,Diesel,2020.0
12330,Honda,Accord,Honda Accord 2.2 i-DTEC Executive,2199.0,150.0,"Honda Accord Honda Accord VII, CL 2.2 i-CTDi, 2010, al doilea prop RO",4700.0,198803.0,Diesel,2010.0
12331,Volkswagen,Passat,Volkswagen Passat Variant 1.6 TDI (BlueMotion Technology) DSG Comfortline,1598.0,120.0,VW Passat TDI Model 2020,11990.0,240000.0,Diesel,2019.0
12332,Volkswagen,Passat,Volkswagen Passat,1968.0,150.0,"VW Passat Combi 2,0 TDI 150 cp Motor nou 110000 km",12201.64,400000.0,Diesel,2019.0
12333,Opel,Insignia,Opel Insignia 2.0 CDTI ECOFlex,1956.0,160.0,TVA . 2.0 diesel . 160cp . Revizia la zi!,5949.57,222365.0,Diesel,2011.0
12334,Opel,Movano,Opel Movano,,,,29990.0,93700.0,Diesel,2023.0
12335,Volkswagen,Golf,Volkswagen Golf 1.4 TSI DSG Highline,1390.0,160.0,Cabrio~An 2011~1.4TSi-160Cp~AUTOMATA~Xenon~Piele~Visiniu Metalizat~,6990.0,140000.0,Benzina,2011.0
12336,BMW,Seria 7,BMW Seria 7 740Ld xDrive,2993.0,320.0,Rate Leasing Garantie 24 Luni,56991.0,131000.0,Diesel,2020.0
12337,Audi,A4,Audi A4,1968.0,143.0,"2011, motor 2.0, 143 cp, EURO 5, LIVRARE GRATUITA, GARANTIE",7499.0,214000.0,Diesel,2011.0
12338,Volkswagen,T-ROC,Volkswagen T-ROC 2.0 TDI DSG Sport,1968.0,150.0,"Vw T-ROC 2.0TDI, 150CP, LED, Camera, Distronic, Cockpit, Keyless",20570.0,116000.0,Diesel,2022.0
12339,BMW,Seria 7,BMW Seria 7 730d xDrive,2993.0,265.0,Unic proprietar,49800.0,112000.0,Diesel,2020.0
12340,Ford,Focus,Ford Focus,,,,11999.0,180000.0,Diesel,2022.0
12341,Mercedes-Benz,GLB,Mercedes-Benz GLB 200 d 4MATIC Aut.,,,,43900.01,31584.0,Diesel,2024.0
12342,Mercedes-Benz,GLE,Mercedes-Benz GLE 350 d 4MATIC,2987.0,258.0,Mercedes-Benz GLE 350 d 4Matic,28470.59,149700.0,Diesel,2016.0
12343,Audi,A3,Audi A3 35 TFSI Limousine S tronic advanced,,,,32843.0,8849.0,Benzina,2023.0
12344,Land Rover,Defender,Land Rover Defender,2996.0,250.0,"DEFENDER 90, 3.0D I6 250CP AWD Auto MHEV, X-Dynamic HSE",89800.0,1500.0,Diesel,2024.0
12345,Mercedes-Benz,GLC,Mercedes-Benz GLC,,,,56900.0,55782.0,Hibrid Plug-In,2023.0
12346,Mercedes-Benz,A,Mercedes-Benz A,,,,29900.0,41287.0,Hibrid Plug-In,2021.0
12347,Renault,Clio,Renault Clio,,,,13490.0,13739.0,Benzina,2023.0
12348,Porsche,Cayenne,Porsche Cayenne Diesel Platinum Edition,2967.0,245.0,"Posibilitate rate,leasing persoane juridice,fizice avans 0 30%",21490.0,166749.0,Diesel,2014.0
12349,Mercedes-Benz,GLE Coupe,Mercedes-Benz GLE Coupe AMG 53 MHEV 4MATIC+,2999.0,435.0,Mercedes-Benz GLE 53 AMG 4matic+ Coupe,134756.49,5.0,Benzina,2025.0
12350,BMW,X5,BMW X5 xDrive40d AT MHEV,,,,86515.0,24874.0,Diesel,2023.0
12351,BMW,X3,BMW X3,,,,35990.0,137887.0,Hibrid Plug-In,2021.0
12352,Volvo,V40,Volvo V40 D2,1969.0,120.0,"Volvo V40 2016 – 2.0 Diesel, 120CP, Navi, LED, Full Dotări",9700.0,236000.0,Diesel,2017.0
12353,Dacia,Duster,Dacia Duster 1.6 16V 4x2 Prestige,1598.0,105.0,Gaz fabrica / Garantie / Rate fara Avans / Posibilitate Buy-Back,7490.0,164000.0,Benzina + GPL,2015.0
12354,BMW,Seria 5,BMW Seria 5 520d Touring Sport-Aut.,1995.0,184.0,Unic Proprietar / Impecabil / Garantie,8990.0,230000.0,Diesel,2012.0
12355,Dacia,Duster,Dacia Duster 1.5 Blue dCi 4WD Prestige,1461.0,115.0,"Dacia Duster 2,1.5 dci, tracțiune 4x4",12000.0,268000.0,Diesel,2019.0
12356,BMW,Seria 5,BMW Seria 5 545e xDrive Aut. M Sport Edition,,,,40662.1,113305.0,Hibrid Plug-In,2021.0
12357,Mercedes-Benz,GLS,Mercedes-Benz GLS 350 d 4MATIC Aut.,2987.0,258.0,Stare perfecta de funcționare,39000.0,198000.0,Diesel,2018.0
12358,Honda,CR-V,Honda CR-V 2.0i-VTEC Automatik Executive,1997.0,150.0,"Honda CRV 2,0i Benzină+GPL, stare excelentă, pentru cunoscători",6200.0,229300.0,Benzina + GPL,2007.0
12359,BMW,Seria 5,BMW Seria 5 535i Aut. GT,2979.0,306.0,Unic proprietar / acte la zi / interior comfort,10990.0,267000.0,Benzina,2010.0
12360,Mercedes-Benz,S,Mercedes-Benz S 450 4MATIC MHEV Aut.,2999.0,367.0,S 450 4M / AMG Premium Plus,131608.07,1.0,Benzina,2025.0
12361,Volkswagen,Touareg,Volkswagen Touareg V6 TDI Style,2967.0,231.0,"TVA deductibil,se emite factura",39900.0,81000.0,Diesel,2021.0
12362,Opel,Movano,Opel Movano,,,,28990.0,157100.0,Diesel,2023.0
12363,Mercedes-Benz,S,Mercedes-Benz S 350 d 4MATIC BlueTEC Aut,,,,32900.0,103000.0,Diesel,2016.0
12364,Mercedes-Benz,GLC,Mercedes-Benz GLC 250 d 4Matic 9G-TRONIC AMG Line,2143.0,204.0,Mercedes GLC 250 2.2. 2019 178000km,25855.0,178000.0,Diesel,2019.0
12365,Volkswagen,Tiguan,Volkswagen Tiguan 2.0 TSI 4Motion Automatik Sport & Style,1984.0,200.0,Vw Tiguan 2.0 TSI 200 CP 4X4 Cutie Automata DSG,8500.0,237480.0,Benzina,2009.0
12366,Dacia,Lodgy,Dacia Lodgy 1.5 Blue dCi Laureate,1461.0,95.0,Lodgy 1.5 diesel / 7 locuri / TVA deductibil,9922.0,150000.0,Diesel,2022.0
12367,Hyundai,i30,Hyundai i30 1.6 GL Comfort,,,,3990.0,249500.0,Benzina,2011.0
12368,Ford,Kuga,Ford Kuga,1499.0,120.0,"Posibilitate Finantare, Garantie, Tva Inclus!",18810.66,137700.0,Benzina,2020.0
12369,Audi,Q3,Audi Q3,1498.0,150.0,AUDI Q3 35TFSI 150CP S-Tronic 7 2025MY,35997.5,3334.0,Benzina,2025.0
12370,Dacia,Sandero Stepway,Dacia Sandero Stepway,999.0,90.0,Stepway ECO-G 100,13200.0,36000.0,Benzina + GPL,2021.0
12371,Mercedes-Benz,C,Mercedes-Benz C,1595.0,156.0,Primul proprietar detin raport carvertical,23500.0,106500.0,Benzina,2017.0
12372,BMW,Seria 7,BMW Seria 7,2998.0,313.0,Bmw 745e 11.2021 3.0 Benzina Plug-in Hybrid 394cp,42700.0,172000.0,Hibrid Plug-In,2021.0
12373,BMW,Seria 4,BMW Seria 4,,,,15490.0,248712.0,Diesel,2018.0
12374,Volkswagen,Golf,Volkswagen Golf 1.4 GTE Plug-In-Hybrid DSG,1395.0,204.0,"3.Volkswagen Golf 7 Plus Hybrid – 1.4 TSI, 204 CP, Cutie Automată",15900.0,141000.0,Hibrid Plug-In,2020.0
12375,Audi,TT,Audi TT Coupe 2.0 TDI ultra,1968.0,184.0,Vand Audi TT Coupe,13000.0,370000.0,Diesel,2015.0
12376,Volkswagen,Golf,Volkswagen Golf 1.5 TSI eHybrid DSG PHEV Life,1498.0,204.0,Volkswagen Golf Life 1.5 TSI DSG PHEV,33800.0,5.0,Hibrid Plug-In,2025.0
12377,Ford,Kuga,Ford Kuga,,,,19309.16,129600.0,Hibrid,2022.0
12378,BMW,X2,BMW X2 xDrive20d Aut. M Sport,1995.0,190.0,M-Pachet/ X-drive/ Tractiune integrala/ Head Up Display,19990.0,210000.0,Diesel,2019.0
12379,BMW,X5,BMW X5,2998.0,286.0,"BMW X5 45e xDrive, Plug-in Hibryd, 286cp",50900.0,132000.0,Hibrid Plug-In,2021.0
12380,Mercedes-Benz,S,Mercedes-Benz S 500 Aut,,,,16990.0,240984.0,Benzina,2013.0
12381,Opel,Astra,Opel Astra 1.6 Automatik Cosmo,1598.0,116.0,"Opel Astra H 2008, 1.6 Benzina+ GPL 116 CP, Cutie Automata",3200.0,180000.0,Benzina + GPL,2008.0
12382,Renault,Megane,Renault Megane ENERGY dCi 110 EDC LIMITED,1461.0,110.0,1.5dci/EDC/FaraAddBlue/Senzori/TVA deduct/Rate/Garantie1AN /Euro6,10490.7,123000.0,Diesel,2018.0
12383,Ford,Transit Connect,Ford Transit Connect 1.5 EcoBlue 120CP 8AT Kombi L1 Trend,1498.0,120.0,Cutie de viteze Automată,9990.0,168000.0,Diesel,2019.0
12384,Opel,Astra,Opel Astra,1598.0,135.0,Automat/Tva deductibil/Garantie/Rate cu buletinul/Buy-back,7623.0,240000.0,Diesel,2016.0
12385,Audi,Q8,Audi Q8 45 TDI quattro Tiptronic MHEV,2967.0,231.0,"Primul proprietar, achiziționată direct de la reprezentanta.",62900.0,52000.0,Diesel,2023.0
12386,Volkswagen,Polo,Volkswagen Polo,,,,12100.0,83756.0,Benzina,2020.0
12387,Hyundai,i20,Hyundai i20 1.2 L 84CP 5DR Comfort,1197.0,84.0,Unic proprietar / 84 CP / Credit / Garantie / TVA deductibil,10450.0,95000.0,Benzina,2021.0
12388,Citroën,Berlingo,Citroën Berlingo 1.6i V Attraction,1587.0,98.0,Garantie 12 luni \ 120 Cai \ Stare Buna,3990.0,198000.0,Benzina,2010.0
12389,Mercedes-Benz,GLC,Mercedes-Benz GLC AMG 43 4MATIC,,,,83976.0,5000.0,Benzina,2025.0
12390,Audi,Q5,Audi Q5 40 TDI quattro S tronic sport,,,,23990.0,215700.0,Diesel,2017.0
12391,Ford,Focus,Ford Focus 1.0 EcoBoost Titanium Business,,,,13850.0,86715.0,Benzina,2022.0
12392,Audi,A4,Audi A4,,,,24490.0,111156.0,Benzina,2020.0
12393,Seat,Ateca,Seat Ateca,999.0,116.0,Import Belgia/Full Istoric Reprezentanta/Garantie,12300.0,167704.0,Benzina,2017.0
12394,Volkswagen,Passat CC,Volkswagen Passat CC 2.0 TDI,,,,6990.0,340000.0,Diesel,2010.0
12395,Kia,Ceed,Kia Ceed,1368.0,100.0,"Mașina este adusă din Germania , primul Propietar în Ro !",11500.0,80000.0,Benzina,2020.0
12396,Porsche,Cayenne,Porsche Cayenne,2576.0,4686.0,Porsche Cayenne E-Hybrid Platinum Edition,78647.58,85000.0,Hibrid,2023.0
12397,Toyota,Corolla,Toyota Corolla 1.2 Turbo Dynamic,1197.0,116.0,CumpRoNouLeasigOperational Romania combi benzina Dynamic TVA deductibi,17496.6,49000.0,Benzina,2020.0
12398,Dacia,Duster,Dacia Duster,,,,14500.0,145000.0,Diesel,2022.0
12399,Land Rover,Discovery Sport,Land Rover Discovery Sport 2.0 l TD4 HSE Luxury Aut.,,,,13500.0,180000.0,Diesel,2016.0
12400,Mercedes-Benz,GLE,Mercedes-Benz GLE 350 d 4MATIC,,,,28500.0,188351.0,Diesel,2015.0
12401,Citroën,C5 Aircross,Citroën C5 Aircross BlueHDI 130 S&S EAT8 FEEL PACK,1499.0,130.0,"GARANTIE 2 ANI, Automata, Camera, Pilot auto, LED, Navi",16290.0,141698.0,Diesel,2021.0
12402,BMW,X4,BMW X4 xDrive20d Aut. xLine,,,,35900.0,95735.0,Diesel,2019.0
12403,Mercedes-Benz,GLE,Mercedes-Benz GLE 400 PHEV 4MATIC,1999.0,381.0,Mercedes-Benz GLE 400 e 4matic,107251.98,10.0,Hibrid Plug-In,2025.0
12404,Mercedes-Benz,GLC Coupe,Mercedes-Benz GLC Coupe 300 e 4MATIC,1999.0,204.0,GLC Coupe 300 e 4MATIC,91355.0,1.0,Hibrid Plug-In,2025.0
12405,Peugeot,5008,Peugeot 5008 1.5 BlueHDI s&s EAT8 GT-Line,1499.0,130.0,"GARANTIE 2 ANI, GT Line, 7 locuri, LED, Camera, Panoramic, FOCAL",19690.0,159318.0,Diesel,2020.0
12406,BMW,X2,BMW X2 xDrive20i AT,1998.0,178.0,BMW X2 xDrive 20i M Sport,30500.0,52201.0,Benzina,2020.0
12407,Audi,Q7,Audi Q7,2995.0,340.0,Autoturism certificat Audi / Istoric curat / S-LINE / Night Vision,50839.32,124400.0,Hibrid Plug-In,2021.0
12408,Peugeot,2008,Peugeot 2008,,,,17900.0,78498.0,Benzina,2022.0
12409,Ford,Kuga,Ford Kuga 2.0 EcoBlue A8 AWD ST Line X,1996.0,190.0,"Unic proprietar, inamtriculata de noua in Romania, garantie",27500.0,28000.0,Diesel,2023.0
12410,Mercedes-Benz,GLB,Mercedes-Benz GLB 220 d 4MATIC Aut.,,,,48387.9,31792.0,Diesel,2023.0
12411,Dacia,Logan,Dacia Logan 1.0 SCe SL PLUS,998.0,73.0,1.0 SCe TVA deductibil!! Garantie 1 an,6607.81,92899.0,Benzina,2019.0
